,uuid,title,publisher,link,providerPublishTime,type
408,2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17,"EU chief says member countries must use a new defense loan to buy European, not American",Associated Press Finance,https://finance.yahoo.com/m/2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17/eu-chief-says-member.html,1741703088,STORY
409,efdcc780-30c8-368b-b7bc-18b401baf5e3,Jefferies Starts Coverage on Coherent (COHR) with a Buy Rating,Insider Monkey,https://finance.yahoo.com/news/jefferies-starts-coverage-coherent-cohr-142415178.html,1741703055,STORY
410,7fd6c30d-ef89-3854-a75e-109dcf3bdbed,AbraSilver Resource Corp. (ABRA) Opens the Market,Newsfile,https://finance.yahoo.com/news/abrasilver-corp-abra-opens-market-142400372.html,1741703040,STORY
411,a9d04495-c85e-3643-95e9-74ab806901ab,"Delta, United Airlines under pressure amid weakening demand",Yahoo Finance Video,https://finance.yahoo.com/video/delta-united-airlines-under-pressure-142358226.html,1741703038,VIDEO
412,b1339009-ff87-3b02-9b23-77f6c4e8d38e,"Poland Gift Card and Incentive Card Intelligence Report 2025: A $2.77 Billion Market by 2029 Featuring Biedronka, Dino, Lidl, Kaufland, Zabka, Allergo, Media Expert, Empik, RTV Euro AGD, & Stokrotka",GlobeNewswire,https://finance.yahoo.com/news/poland-gift-card-incentive-card-142300421.html,1741702980,STORY
413,7c819f92-3ccc-3c09-9980-342559b2a250,China Automotive Adhesives Market Forecast & Opportunities Report 2030: China's Auto Adhesives Industry Booms Amid Sustainability Push & Rising EV Production,GlobeNewswire,https://finance.yahoo.com/news/china-automotive-adhesives-market-forecast-142200006.html,1741702920,STORY
414,a6de361e-b307-33bc-ab42-c7c9b6156348,"Trump plans to raise steel, aluminum tariffs on Canada to 50%",Yahoo Finance Video,https://finance.yahoo.com/video/trump-plans-raise-steel-aluminum-142139437.html,1741702899,VIDEO
415,1eb15381-4f8f-3b8b-b386-8fad2ebf314f,Trump says he'll buy a Tesla to show support for Musk as his company faces financial trouble,Associated Press Finance,https://finance.yahoo.com/news/trump-says-hell-buy-tesla-142134881.html,1741702894,STORY
416,b7a60652-1d1e-3d51-93d8-e6352c0a6455,Jim Cramer Says Snowflake (SNOW) Has ‘What We Really Want’,Insider Monkey,https://finance.yahoo.com/news/jim-cramer-says-snowflake-snow-142109539.html,1741702869,STORY
417,505da054-1cc2-3510-b2e6-fbd712d817a4,"IonQ Could Be a Quantum Computing Powerhouse, but Is It a Buy Right Now?",Motley Fool,https://finance.yahoo.com/m/505da054-1cc2-3510-b2e6-fbd712d817a4/ionq-could-be-a-quantum.html,1741702860,STORY
418,1d4f3a14-47dd-3a32-a4da-01c3e491fb7e,Whitecap to Acquire Veren in $15 Billion All-Stock Deal; Veren Shares Surge 16%,GuruFocus.com,https://finance.yahoo.com/news/whitecap-acquire-veren-15-billion-142057403.html,1741702857,STORY
419,8d80939f-ff8b-34af-9868-8edb33292832,Visa Launches Scam Disruption Practice,MT Newswires,https://finance.yahoo.com/news/visa-launches-scam-disruption-practice-142031639.html,1741702831,STORY
420,c883bc5c-5a2f-3d42-8ba4-805159fd22c1,The new Windows app is officially replacing Remote Desktop,Digital Trends,https://finance.yahoo.com/m/c883bc5c-5a2f-3d42-8ba4-805159fd22c1/the-new-windows-app-is.html,1741703389,STORY
421,9e6ea28d-ceb3-32ba-b9bd-00c96b587cef,"National wildlife refuges in Florida hit by Trump, DOGE firings",USA TODAY,https://finance.yahoo.com/m/9e6ea28d-ceb3-32ba-b9bd-00c96b587cef/national-wildlife-refuges-in.html,1741703274,STORY
422,69371bfc-dbd9-3bb7-b807-72d335f17b71,Seroda Ventures Announces Strategic Exit as Incubated Firm Kipi.ai Joins WNS Holdings Limited,Business Wire,https://finance.yahoo.com/news/seroda-ventures-announces-strategic-exit-142700687.html,1741703220,STORY
423,96b1e0ec-7d68-3251-96b6-e19f57ddf729,OPTRUST FULLY FUNDED FOR 16TH CONSECUTIVE YEAR,CNW Group,https://finance.yahoo.com/news/optrust-fully-funded-16th-consecutive-142700486.html,1741703220,STORY
424,0615d05b-38f7-3cae-a1be-9ebb3aa61a97,Nasdaq Correction: 2 Pullback Stocks to Buy and Hold for a Decade,Motley Fool,https://finance.yahoo.com/m/0615d05b-38f7-3cae-a1be-9ebb3aa61a97/nasdaq-correction%3A-2-pullback.html,1741703160,STORY
425,8e7643ff-119a-3dd2-9ed9-183568c5567a,"Dick's Sporting Goods Warns of Macroeconomic Issues, Gives Soft Outlook",Investopedia,https://finance.yahoo.com/m/8e7643ff-119a-3dd2-9ed9-183568c5567a/dick%27s-sporting-goods-warns.html,1741703127,STORY
426,bc2ea7c9-4efb-39c3-b14b-42061153b8a4,"Rocket builder vs NASA astronaut: Musk, Sen. Kelly have social media skirmish over Ukraine",USA TODAY,https://finance.yahoo.com/m/bc2ea7c9-4efb-39c3-b14b-42061153b8a4/rocket-builder-vs-nasa.html,1741703112,STORY
427,83bfde31-709a-3add-abe3-2ad2a7663978,"Mercedes-Benz of Arrowhead Offers Special March 2025 Leases for Select Vehicles for Drivers Near Peoria, Arizona",PR Newswire,https://finance.yahoo.com/news/mercedes-benz-arrowhead-offers-special-142500558.html,1741703100,STORY
428,2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17,"EU chief says member countries must use a new defense loan to buy European, not American",Associated Press Finance,https://finance.yahoo.com/m/2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17/eu-chief-says-member.html,1741703088,STORY
429,efdcc780-30c8-368b-b7bc-18b401baf5e3,Jefferies Starts Coverage on Coherent (COHR) with a Buy Rating,Insider Monkey,https://finance.yahoo.com/news/jefferies-starts-coverage-coherent-cohr-142415178.html,1741703055,STORY
430,7fd6c30d-ef89-3854-a75e-109dcf3bdbed,AbraSilver Resource Corp. (ABRA) Opens the Market,Newsfile,https://finance.yahoo.com/news/abrasilver-corp-abra-opens-market-142400372.html,1741703040,STORY
431,a9d04495-c85e-3643-95e9-74ab806901ab,"Delta, United Airlines under pressure amid weakening demand",Yahoo Finance Video,https://finance.yahoo.com/video/delta-united-airlines-under-pressure-142358226.html,1741703038,VIDEO
432,b1339009-ff87-3b02-9b23-77f6c4e8d38e,"Poland Gift Card and Incentive Card Intelligence Report 2025: A $2.77 Billion Market by 2029 Featuring Biedronka, Dino, Lidl, Kaufland, Zabka, Allergo, Media Expert, Empik, RTV Euro AGD, & Stokrotka",GlobeNewswire,https://finance.yahoo.com/news/poland-gift-card-incentive-card-142300421.html,1741702980,STORY
433,7c819f92-3ccc-3c09-9980-342559b2a250,China Automotive Adhesives Market Forecast & Opportunities Report 2030: China's Auto Adhesives Industry Booms Amid Sustainability Push & Rising EV Production,GlobeNewswire,https://finance.yahoo.com/news/china-automotive-adhesives-market-forecast-142200006.html,1741702920,STORY
434,a6de361e-b307-33bc-ab42-c7c9b6156348,"Trump plans to raise steel, aluminum tariffs on Canada to 50%",Yahoo Finance Video,https://finance.yahoo.com/video/trump-plans-raise-steel-aluminum-142139437.html,1741702899,VIDEO
435,1eb15381-4f8f-3b8b-b386-8fad2ebf314f,Trump says he'll buy a Tesla to show support for Musk as his company faces financial trouble,Associated Press Finance,https://finance.yahoo.com/news/trump-says-hell-buy-tesla-142134881.html,1741702894,STORY
436,b7a60652-1d1e-3d51-93d8-e6352c0a6455,Jim Cramer Says Snowflake (SNOW) Has ‘What We Really Want’,Insider Monkey,https://finance.yahoo.com/news/jim-cramer-says-snowflake-snow-142109539.html,1741702869,STORY
437,505da054-1cc2-3510-b2e6-fbd712d817a4,"IonQ Could Be a Quantum Computing Powerhouse, but Is It a Buy Right Now?",Motley Fool,https://finance.yahoo.com/m/505da054-1cc2-3510-b2e6-fbd712d817a4/ionq-could-be-a-quantum.html,1741702860,STORY
438,1d4f3a14-47dd-3a32-a4da-01c3e491fb7e,Whitecap to Acquire Veren in $15 Billion All-Stock Deal; Veren Shares Surge 16%,GuruFocus.com,https://finance.yahoo.com/news/whitecap-acquire-veren-15-billion-142057403.html,1741702857,STORY
439,8d80939f-ff8b-34af-9868-8edb33292832,Visa Launches Scam Disruption Practice,MT Newswires,https://finance.yahoo.com/news/visa-launches-scam-disruption-practice-142031639.html,1741702831,STORY
440,c883bc5c-5a2f-3d42-8ba4-805159fd22c1,The new Windows app is officially replacing Remote Desktop,Digital Trends,https://finance.yahoo.com/m/c883bc5c-5a2f-3d42-8ba4-805159fd22c1/the-new-windows-app-is.html,1741703389,STORY
441,9e6ea28d-ceb3-32ba-b9bd-00c96b587cef,"National wildlife refuges in Florida hit by Trump, DOGE firings",USA TODAY,https://finance.yahoo.com/m/9e6ea28d-ceb3-32ba-b9bd-00c96b587cef/national-wildlife-refuges-in.html,1741703274,STORY
442,69371bfc-dbd9-3bb7-b807-72d335f17b71,Seroda Ventures Announces Strategic Exit as Incubated Firm Kipi.ai Joins WNS Holdings Limited,Business Wire,https://finance.yahoo.com/news/seroda-ventures-announces-strategic-exit-142700687.html,1741703220,STORY
443,96b1e0ec-7d68-3251-96b6-e19f57ddf729,OPTRUST FULLY FUNDED FOR 16TH CONSECUTIVE YEAR,CNW Group,https://finance.yahoo.com/news/optrust-fully-funded-16th-consecutive-142700486.html,1741703220,STORY
444,0615d05b-38f7-3cae-a1be-9ebb3aa61a97,Nasdaq Correction: 2 Pullback Stocks to Buy and Hold for a Decade,Motley Fool,https://finance.yahoo.com/m/0615d05b-38f7-3cae-a1be-9ebb3aa61a97/nasdaq-correction%3A-2-pullback.html,1741703160,STORY
445,8e7643ff-119a-3dd2-9ed9-183568c5567a,"Dick's Sporting Goods Warns of Macroeconomic Issues, Gives Soft Outlook",Investopedia,https://finance.yahoo.com/m/8e7643ff-119a-3dd2-9ed9-183568c5567a/dick%27s-sporting-goods-warns.html,1741703127,STORY
446,bc2ea7c9-4efb-39c3-b14b-42061153b8a4,"Rocket builder vs NASA astronaut: Musk, Sen. Kelly have social media skirmish over Ukraine",USA TODAY,https://finance.yahoo.com/m/bc2ea7c9-4efb-39c3-b14b-42061153b8a4/rocket-builder-vs-nasa.html,1741703112,STORY
447,83bfde31-709a-3add-abe3-2ad2a7663978,"Mercedes-Benz of Arrowhead Offers Special March 2025 Leases for Select Vehicles for Drivers Near Peoria, Arizona",PR Newswire,https://finance.yahoo.com/news/mercedes-benz-arrowhead-offers-special-142500558.html,1741703100,STORY
448,2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17,"EU chief says member countries must use a new defense loan to buy European, not American",Associated Press Finance,https://finance.yahoo.com/m/2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17/eu-chief-says-member.html,1741703088,STORY
449,efdcc780-30c8-368b-b7bc-18b401baf5e3,Jefferies Starts Coverage on Coherent (COHR) with a Buy Rating,Insider Monkey,https://finance.yahoo.com/news/jefferies-starts-coverage-coherent-cohr-142415178.html,1741703055,STORY
450,7fd6c30d-ef89-3854-a75e-109dcf3bdbed,AbraSilver Resource Corp. (ABRA) Opens the Market,Newsfile,https://finance.yahoo.com/news/abrasilver-corp-abra-opens-market-142400372.html,1741703040,STORY
451,a9d04495-c85e-3643-95e9-74ab806901ab,"Delta, United Airlines under pressure amid weakening demand",Yahoo Finance Video,https://finance.yahoo.com/video/delta-united-airlines-under-pressure-142358226.html,1741703038,VIDEO
452,b1339009-ff87-3b02-9b23-77f6c4e8d38e,"Poland Gift Card and Incentive Card Intelligence Report 2025: A $2.77 Billion Market by 2029 Featuring Biedronka, Dino, Lidl, Kaufland, Zabka, Allergo, Media Expert, Empik, RTV Euro AGD, & Stokrotka",GlobeNewswire,https://finance.yahoo.com/news/poland-gift-card-incentive-card-142300421.html,1741702980,STORY
453,7c819f92-3ccc-3c09-9980-342559b2a250,China Automotive Adhesives Market Forecast & Opportunities Report 2030: China's Auto Adhesives Industry Booms Amid Sustainability Push & Rising EV Production,GlobeNewswire,https://finance.yahoo.com/news/china-automotive-adhesives-market-forecast-142200006.html,1741702920,STORY
454,a6de361e-b307-33bc-ab42-c7c9b6156348,"Trump plans to raise steel, aluminum tariffs on Canada to 50%",Yahoo Finance Video,https://finance.yahoo.com/video/trump-plans-raise-steel-aluminum-142139437.html,1741702899,VIDEO
455,1eb15381-4f8f-3b8b-b386-8fad2ebf314f,Trump says he'll buy a Tesla to show support for Musk as his company faces financial trouble,Associated Press Finance,https://finance.yahoo.com/news/trump-says-hell-buy-tesla-142134881.html,1741702894,STORY
456,b7a60652-1d1e-3d51-93d8-e6352c0a6455,Jim Cramer Says Snowflake (SNOW) Has ‘What We Really Want’,Insider Monkey,https://finance.yahoo.com/news/jim-cramer-says-snowflake-snow-142109539.html,1741702869,STORY
457,505da054-1cc2-3510-b2e6-fbd712d817a4,"IonQ Could Be a Quantum Computing Powerhouse, but Is It a Buy Right Now?",Motley Fool,https://finance.yahoo.com/m/505da054-1cc2-3510-b2e6-fbd712d817a4/ionq-could-be-a-quantum.html,1741702860,STORY
458,1d4f3a14-47dd-3a32-a4da-01c3e491fb7e,Whitecap to Acquire Veren in $15 Billion All-Stock Deal; Veren Shares Surge 16%,GuruFocus.com,https://finance.yahoo.com/news/whitecap-acquire-veren-15-billion-142057403.html,1741702857,STORY
459,8d80939f-ff8b-34af-9868-8edb33292832,Visa Launches Scam Disruption Practice,MT Newswires,https://finance.yahoo.com/news/visa-launches-scam-disruption-practice-142031639.html,1741702831,STORY
460,c883bc5c-5a2f-3d42-8ba4-805159fd22c1,The new Windows app is officially replacing Remote Desktop,Digital Trends,https://finance.yahoo.com/m/c883bc5c-5a2f-3d42-8ba4-805159fd22c1/the-new-windows-app-is.html,1741703389,STORY
461,9e6ea28d-ceb3-32ba-b9bd-00c96b587cef,"National wildlife refuges in Florida hit by Trump, DOGE firings",USA TODAY,https://finance.yahoo.com/m/9e6ea28d-ceb3-32ba-b9bd-00c96b587cef/national-wildlife-refuges-in.html,1741703274,STORY
462,69371bfc-dbd9-3bb7-b807-72d335f17b71,Seroda Ventures Announces Strategic Exit as Incubated Firm Kipi.ai Joins WNS Holdings Limited,Business Wire,https://finance.yahoo.com/news/seroda-ventures-announces-strategic-exit-142700687.html,1741703220,STORY
463,96b1e0ec-7d68-3251-96b6-e19f57ddf729,OPTRUST FULLY FUNDED FOR 16TH CONSECUTIVE YEAR,CNW Group,https://finance.yahoo.com/news/optrust-fully-funded-16th-consecutive-142700486.html,1741703220,STORY
464,0615d05b-38f7-3cae-a1be-9ebb3aa61a97,Nasdaq Correction: 2 Pullback Stocks to Buy and Hold for a Decade,Motley Fool,https://finance.yahoo.com/m/0615d05b-38f7-3cae-a1be-9ebb3aa61a97/nasdaq-correction%3A-2-pullback.html,1741703160,STORY
465,8e7643ff-119a-3dd2-9ed9-183568c5567a,"Dick's Sporting Goods Warns of Macroeconomic Issues, Gives Soft Outlook",Investopedia,https://finance.yahoo.com/m/8e7643ff-119a-3dd2-9ed9-183568c5567a/dick%27s-sporting-goods-warns.html,1741703127,STORY
466,bc2ea7c9-4efb-39c3-b14b-42061153b8a4,"Rocket builder vs NASA astronaut: Musk, Sen. Kelly have social media skirmish over Ukraine",USA TODAY,https://finance.yahoo.com/m/bc2ea7c9-4efb-39c3-b14b-42061153b8a4/rocket-builder-vs-nasa.html,1741703112,STORY
467,83bfde31-709a-3add-abe3-2ad2a7663978,"Mercedes-Benz of Arrowhead Offers Special March 2025 Leases for Select Vehicles for Drivers Near Peoria, Arizona",PR Newswire,https://finance.yahoo.com/news/mercedes-benz-arrowhead-offers-special-142500558.html,1741703100,STORY
468,2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17,"EU chief says member countries must use a new defense loan to buy European, not American",Associated Press Finance,https://finance.yahoo.com/m/2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17/eu-chief-says-member.html,1741703088,STORY
469,efdcc780-30c8-368b-b7bc-18b401baf5e3,Jefferies Starts Coverage on Coherent (COHR) with a Buy Rating,Insider Monkey,https://finance.yahoo.com/news/jefferies-starts-coverage-coherent-cohr-142415178.html,1741703055,STORY
470,7fd6c30d-ef89-3854-a75e-109dcf3bdbed,AbraSilver Resource Corp. (ABRA) Opens the Market,Newsfile,https://finance.yahoo.com/news/abrasilver-corp-abra-opens-market-142400372.html,1741703040,STORY
471,a9d04495-c85e-3643-95e9-74ab806901ab,"Delta, United Airlines under pressure amid weakening demand",Yahoo Finance Video,https://finance.yahoo.com/video/delta-united-airlines-under-pressure-142358226.html,1741703038,VIDEO
472,b1339009-ff87-3b02-9b23-77f6c4e8d38e,"Poland Gift Card and Incentive Card Intelligence Report 2025: A $2.77 Billion Market by 2029 Featuring Biedronka, Dino, Lidl, Kaufland, Zabka, Allergo, Media Expert, Empik, RTV Euro AGD, & Stokrotka",GlobeNewswire,https://finance.yahoo.com/news/poland-gift-card-incentive-card-142300421.html,1741702980,STORY
473,7c819f92-3ccc-3c09-9980-342559b2a250,China Automotive Adhesives Market Forecast & Opportunities Report 2030: China's Auto Adhesives Industry Booms Amid Sustainability Push & Rising EV Production,GlobeNewswire,https://finance.yahoo.com/news/china-automotive-adhesives-market-forecast-142200006.html,1741702920,STORY
474,a6de361e-b307-33bc-ab42-c7c9b6156348,"Trump plans to raise steel, aluminum tariffs on Canada to 50%",Yahoo Finance Video,https://finance.yahoo.com/video/trump-plans-raise-steel-aluminum-142139437.html,1741702899,VIDEO
475,1eb15381-4f8f-3b8b-b386-8fad2ebf314f,Trump says he'll buy a Tesla to show support for Musk as his company faces financial trouble,Associated Press Finance,https://finance.yahoo.com/news/trump-says-hell-buy-tesla-142134881.html,1741702894,STORY
476,b7a60652-1d1e-3d51-93d8-e6352c0a6455,Jim Cramer Says Snowflake (SNOW) Has ‘What We Really Want’,Insider Monkey,https://finance.yahoo.com/news/jim-cramer-says-snowflake-snow-142109539.html,1741702869,STORY
477,505da054-1cc2-3510-b2e6-fbd712d817a4,"IonQ Could Be a Quantum Computing Powerhouse, but Is It a Buy Right Now?",Motley Fool,https://finance.yahoo.com/m/505da054-1cc2-3510-b2e6-fbd712d817a4/ionq-could-be-a-quantum.html,1741702860,STORY
478,1d4f3a14-47dd-3a32-a4da-01c3e491fb7e,Whitecap to Acquire Veren in $15 Billion All-Stock Deal; Veren Shares Surge 16%,GuruFocus.com,https://finance.yahoo.com/news/whitecap-acquire-veren-15-billion-142057403.html,1741702857,STORY
479,8d80939f-ff8b-34af-9868-8edb33292832,Visa Launches Scam Disruption Practice,MT Newswires,https://finance.yahoo.com/news/visa-launches-scam-disruption-practice-142031639.html,1741702831,STORY
480,c883bc5c-5a2f-3d42-8ba4-805159fd22c1,The new Windows app is officially replacing Remote Desktop,Digital Trends,https://finance.yahoo.com/m/c883bc5c-5a2f-3d42-8ba4-805159fd22c1/the-new-windows-app-is.html,1741703389,STORY
481,9e6ea28d-ceb3-32ba-b9bd-00c96b587cef,"National wildlife refuges in Florida hit by Trump, DOGE firings",USA TODAY,https://finance.yahoo.com/m/9e6ea28d-ceb3-32ba-b9bd-00c96b587cef/national-wildlife-refuges-in.html,1741703274,STORY
482,69371bfc-dbd9-3bb7-b807-72d335f17b71,Seroda Ventures Announces Strategic Exit as Incubated Firm Kipi.ai Joins WNS Holdings Limited,Business Wire,https://finance.yahoo.com/news/seroda-ventures-announces-strategic-exit-142700687.html,1741703220,STORY
483,96b1e0ec-7d68-3251-96b6-e19f57ddf729,OPTRUST FULLY FUNDED FOR 16TH CONSECUTIVE YEAR,CNW Group,https://finance.yahoo.com/news/optrust-fully-funded-16th-consecutive-142700486.html,1741703220,STORY
484,0615d05b-38f7-3cae-a1be-9ebb3aa61a97,Nasdaq Correction: 2 Pullback Stocks to Buy and Hold for a Decade,Motley Fool,https://finance.yahoo.com/m/0615d05b-38f7-3cae-a1be-9ebb3aa61a97/nasdaq-correction%3A-2-pullback.html,1741703160,STORY
485,8e7643ff-119a-3dd2-9ed9-183568c5567a,"Dick's Sporting Goods Warns of Macroeconomic Issues, Gives Soft Outlook",Investopedia,https://finance.yahoo.com/m/8e7643ff-119a-3dd2-9ed9-183568c5567a/dick%27s-sporting-goods-warns.html,1741703127,STORY
486,bc2ea7c9-4efb-39c3-b14b-42061153b8a4,"Rocket builder vs NASA astronaut: Musk, Sen. Kelly have social media skirmish over Ukraine",USA TODAY,https://finance.yahoo.com/m/bc2ea7c9-4efb-39c3-b14b-42061153b8a4/rocket-builder-vs-nasa.html,1741703112,STORY
487,83bfde31-709a-3add-abe3-2ad2a7663978,"Mercedes-Benz of Arrowhead Offers Special March 2025 Leases for Select Vehicles for Drivers Near Peoria, Arizona",PR Newswire,https://finance.yahoo.com/news/mercedes-benz-arrowhead-offers-special-142500558.html,1741703100,STORY
488,2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17,"EU chief says member countries must use a new defense loan to buy European, not American",Associated Press Finance,https://finance.yahoo.com/m/2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17/eu-chief-says-member.html,1741703088,STORY
489,efdcc780-30c8-368b-b7bc-18b401baf5e3,Jefferies Starts Coverage on Coherent (COHR) with a Buy Rating,Insider Monkey,https://finance.yahoo.com/news/jefferies-starts-coverage-coherent-cohr-142415178.html,1741703055,STORY
490,7fd6c30d-ef89-3854-a75e-109dcf3bdbed,AbraSilver Resource Corp. (ABRA) Opens the Market,Newsfile,https://finance.yahoo.com/news/abrasilver-corp-abra-opens-market-142400372.html,1741703040,STORY
491,a9d04495-c85e-3643-95e9-74ab806901ab,"Delta, United Airlines under pressure amid weakening demand",Yahoo Finance Video,https://finance.yahoo.com/video/delta-united-airlines-under-pressure-142358226.html,1741703038,VIDEO
492,b1339009-ff87-3b02-9b23-77f6c4e8d38e,"Poland Gift Card and Incentive Card Intelligence Report 2025: A $2.77 Billion Market by 2029 Featuring Biedronka, Dino, Lidl, Kaufland, Zabka, Allergo, Media Expert, Empik, RTV Euro AGD, & Stokrotka",GlobeNewswire,https://finance.yahoo.com/news/poland-gift-card-incentive-card-142300421.html,1741702980,STORY
493,7c819f92-3ccc-3c09-9980-342559b2a250,China Automotive Adhesives Market Forecast & Opportunities Report 2030: China's Auto Adhesives Industry Booms Amid Sustainability Push & Rising EV Production,GlobeNewswire,https://finance.yahoo.com/news/china-automotive-adhesives-market-forecast-142200006.html,1741702920,STORY
494,a6de361e-b307-33bc-ab42-c7c9b6156348,"Trump plans to raise steel, aluminum tariffs on Canada to 50%",Yahoo Finance Video,https://finance.yahoo.com/video/trump-plans-raise-steel-aluminum-142139437.html,1741702899,VIDEO
495,1eb15381-4f8f-3b8b-b386-8fad2ebf314f,Trump says he'll buy a Tesla to show support for Musk as his company faces financial trouble,Associated Press Finance,https://finance.yahoo.com/news/trump-says-hell-buy-tesla-142134881.html,1741702894,STORY
496,b7a60652-1d1e-3d51-93d8-e6352c0a6455,Jim Cramer Says Snowflake (SNOW) Has ‘What We Really Want’,Insider Monkey,https://finance.yahoo.com/news/jim-cramer-says-snowflake-snow-142109539.html,1741702869,STORY
497,505da054-1cc2-3510-b2e6-fbd712d817a4,"IonQ Could Be a Quantum Computing Powerhouse, but Is It a Buy Right Now?",Motley Fool,https://finance.yahoo.com/m/505da054-1cc2-3510-b2e6-fbd712d817a4/ionq-could-be-a-quantum.html,1741702860,STORY
498,1d4f3a14-47dd-3a32-a4da-01c3e491fb7e,Whitecap to Acquire Veren in $15 Billion All-Stock Deal; Veren Shares Surge 16%,GuruFocus.com,https://finance.yahoo.com/news/whitecap-acquire-veren-15-billion-142057403.html,1741702857,STORY
499,8d80939f-ff8b-34af-9868-8edb33292832,Visa Launches Scam Disruption Practice,MT Newswires,https://finance.yahoo.com/news/visa-launches-scam-disruption-practice-142031639.html,1741702831,STORY
500,c883bc5c-5a2f-3d42-8ba4-805159fd22c1,The new Windows app is officially replacing Remote Desktop,Digital Trends,https://finance.yahoo.com/m/c883bc5c-5a2f-3d42-8ba4-805159fd22c1/the-new-windows-app-is.html,1741703389,STORY
501,9e6ea28d-ceb3-32ba-b9bd-00c96b587cef,"National wildlife refuges in Florida hit by Trump, DOGE firings",USA TODAY,https://finance.yahoo.com/m/9e6ea28d-ceb3-32ba-b9bd-00c96b587cef/national-wildlife-refuges-in.html,1741703274,STORY
502,69371bfc-dbd9-3bb7-b807-72d335f17b71,Seroda Ventures Announces Strategic Exit as Incubated Firm Kipi.ai Joins WNS Holdings Limited,Business Wire,https://finance.yahoo.com/news/seroda-ventures-announces-strategic-exit-142700687.html,1741703220,STORY
503,96b1e0ec-7d68-3251-96b6-e19f57ddf729,OPTRUST FULLY FUNDED FOR 16TH CONSECUTIVE YEAR,CNW Group,https://finance.yahoo.com/news/optrust-fully-funded-16th-consecutive-142700486.html,1741703220,STORY
504,0615d05b-38f7-3cae-a1be-9ebb3aa61a97,Nasdaq Correction: 2 Pullback Stocks to Buy and Hold for a Decade,Motley Fool,https://finance.yahoo.com/m/0615d05b-38f7-3cae-a1be-9ebb3aa61a97/nasdaq-correction%3A-2-pullback.html,1741703160,STORY
505,8e7643ff-119a-3dd2-9ed9-183568c5567a,"Dick's Sporting Goods Warns of Macroeconomic Issues, Gives Soft Outlook",Investopedia,https://finance.yahoo.com/m/8e7643ff-119a-3dd2-9ed9-183568c5567a/dick%27s-sporting-goods-warns.html,1741703127,STORY
506,bc2ea7c9-4efb-39c3-b14b-42061153b8a4,"Rocket builder vs NASA astronaut: Musk, Sen. Kelly have social media skirmish over Ukraine",USA TODAY,https://finance.yahoo.com/m/bc2ea7c9-4efb-39c3-b14b-42061153b8a4/rocket-builder-vs-nasa.html,1741703112,STORY
507,83bfde31-709a-3add-abe3-2ad2a7663978,"Mercedes-Benz of Arrowhead Offers Special March 2025 Leases for Select Vehicles for Drivers Near Peoria, Arizona",PR Newswire,https://finance.yahoo.com/news/mercedes-benz-arrowhead-offers-special-142500558.html,1741703100,STORY
508,2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17,"EU chief says member countries must use a new defense loan to buy European, not American",Associated Press Finance,https://finance.yahoo.com/m/2f437c77-7c7f-3784-b9b9-f9e6bf7ddc17/eu-chief-says-member.html,1741703088,STORY
509,efdcc780-30c8-368b-b7bc-18b401baf5e3,Jefferies Starts Coverage on Coherent (COHR) with a Buy Rating,Insider Monkey,https://finance.yahoo.com/news/jefferies-starts-coverage-coherent-cohr-142415178.html,1741703055,STORY
510,7fd6c30d-ef89-3854-a75e-109dcf3bdbed,AbraSilver Resource Corp. (ABRA) Opens the Market,Newsfile,https://finance.yahoo.com/news/abrasilver-corp-abra-opens-market-142400372.html,1741703040,STORY
511,a9d04495-c85e-3643-95e9-74ab806901ab,"Delta, United Airlines under pressure amid weakening demand",Yahoo Finance Video,https://finance.yahoo.com/video/delta-united-airlines-under-pressure-142358226.html,1741703038,VIDEO
512,b1339009-ff87-3b02-9b23-77f6c4e8d38e,"Poland Gift Card and Incentive Card Intelligence Report 2025: A $2.77 Billion Market by 2029 Featuring Biedronka, Dino, Lidl, Kaufland, Zabka, Allergo, Media Expert, Empik, RTV Euro AGD, & Stokrotka",GlobeNewswire,https://finance.yahoo.com/news/poland-gift-card-incentive-card-142300421.html,1741702980,STORY
513,7c819f92-3ccc-3c09-9980-342559b2a250,China Automotive Adhesives Market Forecast & Opportunities Report 2030: China's Auto Adhesives Industry Booms Amid Sustainability Push & Rising EV Production,GlobeNewswire,https://finance.yahoo.com/news/china-automotive-adhesives-market-forecast-142200006.html,1741702920,STORY
514,a6de361e-b307-33bc-ab42-c7c9b6156348,"Trump plans to raise steel, aluminum tariffs on Canada to 50%",Yahoo Finance Video,https://finance.yahoo.com/video/trump-plans-raise-steel-aluminum-142139437.html,1741702899,VIDEO
515,1eb15381-4f8f-3b8b-b386-8fad2ebf314f,Trump says he'll buy a Tesla to show support for Musk as his company faces financial trouble,Associated Press Finance,https://finance.yahoo.com/news/trump-says-hell-buy-tesla-142134881.html,1741702894,STORY
